iteration , time , objectiveFunctionValue , userLoss , userLambda , userNorm , movieLoss , movieLambda , movieNorm , test-NDCG@10 , train-NDCG@10 , 
1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.461143 , 0.821095 , 
2 , 3.3 , 805.392 , 1.61955 , 10 , 21.5471 , 44.2633 , 10 , 54.5657 , 0.638809 , 0.922853 , 
3 , 6.91 , 857.53 , 16.8428 , 10 , 34.1098 , 16.2973 , 10 , 50.0135 , 0.654767 , 0.941187 , 
4 , 10.18 , 862.447 , 11.362 , 10 , 37.7769 , 13.9689 , 10 , 47.0709 , 0.662245 , 0.938072 , 
5 , 12.74 , 852.548 , 10.8999 , 10 , 39.5193 , 12.7319 , 10 , 44.4623 , 0.663247 , 0.942614 , 
6 , 14.84 , 853.568 , 10.537 , 10 , 41.6621 , 12.0282 , 10 , 42.492 , 0.668097 , 0.940263 , 
7 , 16.69 , 864.172 , 10.2047 , 10 , 43.793 , 11.5745 , 10 , 41.4667 , 0.632019 , 0.928206 , 
8 , 19.92 , 875.797 , 11.0999 , 10 , 44.3834 , 12.5936 , 10 , 41.937 , 0.64657 , 0.933577 , 
9 , 21.8 , 874.612 , 11.4902 , 10 , 42.7614 , 11.0265 , 10 , 43.5972 , 0.666682 , 0.927599 , 
10 , 24.65 , 862.466 , 11.7667 , 10 , 41.3531 , 14.064 , 10 , 43.4871 , 0.664372 , 0.93212 , 
11 , 26.47 , 854.247 , 11.1136 , 10 , 41.7572 , 13.8843 , 10 , 42.279 , 0.639178 , 0.930111 , 
12 , 28.92 , 865.723 , 11.0117 , 10 , 43.498 , 10.6515 , 10 , 42.0091 , 0.653569 , 0.936727 , 
13 , 30.73 , 870.796 , 11.1927 , 10 , 42.9927 , 10.9006 , 10 , 42.9968 , 0.623398 , 0.920096 , 
14 , 33.69 , 859.325 , 11.731 , 10 , 41.8383 , 11.2804 , 10 , 42.9661 , 0.656248 , 0.934195 , 
15 , 35.57 , 858.911 , 10.8985 , 10 , 42.5208 , 12.9163 , 10 , 42.0787 , 0.642555 , 0.930449 , 
16 , 38.56 , 866.203 , 11.2582 , 10 , 43.3381 , 10.8715 , 10 , 42.1951 , 0.664207 , 0.935816 , 
17 , 41.07 , 865.122 , 11.2238 , 10 , 42.9722 , 10.7669 , 10 , 42.4634 , 0.659001 , 0.937249 , 
18 , 42.73 , 864.271 , 11.179 , 10 , 42.6201 , 11.2142 , 10 , 42.6856 , 0.664799 , 0.926817 , 
19 , 45.18 , 862.378 , 11.3836 , 10 , 42.4917 , 11.0089 , 10 , 42.6453 , 0.670233 , 0.93414 , 
20 , 46.71 , 857.05 , 10.7977 , 10 , 42.7524 , 13.3079 , 10 , 41.6219 , 0.605452 , 0.913175 , 
21 , 51.08 , 872.049 , 12.1583 , 10 , 43.9508 , 11.4897 , 10 , 42.1051 , 0.656944 , 0.931568 , 
22 , 53.02 , 866.297 , 11.4476 , 10 , 42.5998 , 10.7322 , 10 , 42.9567 , 0.637091 , 0.930047 , 
23 , 54.83 , 862.366 , 11.2808 , 10 , 42.1227 , 11.7827 , 10 , 42.9356 , 0.623592 , 0.917915 , 
24 , 57.24 , 862.079 , 11.6058 , 10 , 42.2649 , 11.0998 , 10 , 42.8331 , 0.638574 , 0.934285 , 
25 , 59.1 , 860.697 , 10.885 , 10 , 42.6071 , 11.3168 , 10 , 42.3309 , 0.670874 , 0.932154 , 
26 , 61.32 , 865.666 , 10.9083 , 10 , 43.2564 , 10.8282 , 10 , 42.2274 , 0.64072 , 0.933359 , 
27 , 63.16 , 866.259 , 11.1655 , 10 , 42.9026 , 10.8071 , 10 , 42.6426 , 0.634382 , 0.929439 , 
28 , 65.38 , 863.564 , 11.5223 , 10 , 42.1284 , 11.6782 , 10 , 43.0602 , 0.659117 , 0.932773 , 
29 , 67.23 , 857.89 , 10.9458 , 10 , 42.284 , 13.0191 , 10 , 42.2031 , 0.62675 , 0.930042 , 
30 , 69.87 , 866.334 , 11.1087 , 10 , 43.4373 , 10.8429 , 10 , 42.1118 , 0.663032 , 0.93769 , 
31 , 71.72 , 868.728 , 11.189 , 10 , 43.0197 , 10.646 , 10 , 42.7885 , 0.654659 , 0.929315 , 
32 , 73.72 , 861.48 , 11.6075 , 10 , 41.9295 , 11.2569 , 10 , 43.0928 , 0.639265 , 0.929519 , 
