iteration , time , objectiveFunctionValue , userLoss , userLambda , userNorm , movieLoss , movieLambda , movieNorm , test-NDCG@10 , train-NDCG@10 , 
1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.51166 , 0.615099 , 
2 , 10.38 , 1242.64 , 3.87229 , 10 , 33.1375 , 37.4696 , 10 , 87.3793 , 0.655568 , 0.877075 , 
3 , 18.95 , 1212.66 , 15.275 , 10 , 42.3195 , 18.5123 , 10 , 77.095 , 0.67723 , 0.927269 , 
4 , 27.19 , 1191.26 , 11.1137 , 10 , 46.0695 , 13.392 , 10 , 71.7173 , 0.68891 , 0.943883 , 
5 , 37.69 , 1165.76 , 10.0609 , 10 , 47.4367 , 11.9145 , 10 , 67.9476 , 0.695903 , 0.937014 , 
6 , 46.75 , 1154.44 , 10.1129 , 10 , 48.7375 , 11.1124 , 10 , 65.5951 , 0.68827 , 0.934407 , 
7 , 56.9 , 1143.69 , 9.91373 , 10 , 49.8006 , 11.5748 , 10 , 63.4113 , 0.685068 , 0.934513 , 
8 , 65.45 , 1137.84 , 9.83068 , 10 , 50.8879 , 14.0641 , 10 , 61.4897 , 0.705804 , 0.944096 , 
9 , 73.1 , 1127.89 , 9.52169 , 10 , 51.97 , 10.7687 , 10 , 59.7421 , 0.687421 , 0.93801 , 
10 , 81.21 , 1126.55 , 9.54948 , 10 , 53.3515 , 10.4828 , 10 , 58.2549 , 0.700433 , 0.937668 , 
11 , 89.72 , 1128.93 , 9.56405 , 10 , 54.561 , 10.2785 , 10 , 57.3037 , 0.69275 , 0.939249 , 
12 , 98.59 , 1131.2 , 9.59509 , 10 , 55.5934 , 10.0265 , 10 , 56.5235 , 0.7119 , 0.937569 , 
13 , 104.82 , 1129.31 , 9.81937 , 10 , 56.0698 , 13.08 , 10 , 55.5533 , 0.708368 , 0.94233 , 
14 , 113.22 , 1132.68 , 9.66661 , 10 , 57.1531 , 9.74797 , 10 , 55.1406 , 0.712108 , 0.942414 , 
15 , 118.99 , 1137.3 , 9.89853 , 10 , 57.2728 , 10.9603 , 10 , 55.3616 , 0.700042 , 0.920134 , 
16 , 131.16 , 1136.32 , 10.3294 , 10 , 57.0018 , 10.0416 , 10 , 55.6263 , 0.700073 , 0.934495 , 
17 , 138.75 , 1135.03 , 10.4027 , 10 , 56.107 , 9.70171 , 10 , 56.426 , 0.705337 , 0.938947 , 
18 , 144.63 , 1131.44 , 10.215 , 10 , 55.5329 , 11.3044 , 10 , 56.4806 , 0.703689 , 0.930265 , 
19 , 155.43 , 1130.98 , 10.2229 , 10 , 55.8079 , 9.96846 , 10 , 56.2929 , 0.711515 , 0.936943 , 
20 , 161.61 , 1131.16 , 10.0378 , 10 , 55.9512 , 10.3747 , 10 , 56.1273 , 0.710828 , 0.933793 , 
21 , 170.43 , 1132.68 , 10.1048 , 10 , 56.2969 , 9.80481 , 10 , 55.9904 , 0.709695 , 0.942958 , 
22 , 175.79 , 1131.85 , 10.0458 , 10 , 56.2797 , 10.2948 , 10 , 55.8754 , 0.702649 , 0.927323 , 
23 , 184.69 , 1132.15 , 10.0864 , 10 , 56.382 , 9.74242 , 10 , 55.8589 , 0.708467 , 0.942334 , 
24 , 188.83 , 1128.88 , 9.91866 , 10 , 56.6288 , 13.6196 , 10 , 54.897 , 0.692464 , 0.92702 , 
25 , 204.11 , 1135.04 , 10.2334 , 10 , 57.6637 , 9.43095 , 10 , 54.897 , 0.709385 , 0.940074 , 
26 , 213.39 , 1136.51 , 10.5352 , 10 , 56.9361 , 10.3908 , 10 , 55.676 , 0.698286 , 0.939863 , 
27 , 221.04 , 1133.1 , 10.1371 , 10 , 56.4247 , 10.6792 , 10 , 55.8179 , 0.705955 , 0.937141 , 
28 , 227.78 , 1132.33 , 10.1014 , 10 , 56.3148 , 10.4766 , 10 , 55.8702 , 0.714384 , 0.934249 , 
29 , 234.48 , 1136.22 , 10.1682 , 10 , 56.3303 , 13.4659 , 10 , 55.9447 , 0.711553 , 0.941871 , 
30 , 240.02 , 1128.2 , 9.89831 , 10 , 56.3941 , 10.7229 , 10 , 55.3532 , 0.70363 , 0.93676 , 
31 , 252.26 , 1135.63 , 10.0274 , 10 , 57.1975 , 9.60316 , 10 , 55.4049 , 0.710644 , 0.937249 , 
32 , 260.32 , 1137.14 , 10.4654 , 10 , 56.3836 , 10.6094 , 10 , 56.2696 , 0.70201 , 0.932333 , 
