iteration , time , objectiveFunctionValue , userLoss , userLambda , userNorm , movieLoss , movieLambda , movieNorm , test-NDCG@10 , train-NDCG@10 , 
1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.530095 , 0.628653 , 
2 , 3562.67 , 1277.88 , 0.525767 , 10 , 72.0222 , 0.591583 , 10 , 55.7063 , 0.55937 , 0.849072 , 
3 , 5825.58 , 1094.11 , 0.58664 , 10 , 54.9109 , 0.581536 , 10 , 54.4421 , 0.593902 , 0.71452 , 
4 , 7972.44 , 1099.54 , 0.573366 , 10 , 54.7339 , 0.591866 , 10 , 55.1608 , 0.61485 , 0.69671 , 
5 , 11011.6 , 1053.32 , 0.581098 , 10 , 52.4122 , 0.579573 , 10 , 52.8615 , 0.623037 , 0.702582 , 
6 , 13221.5 , 1059.68 , 0.575865 , 10 , 53.4652 , 0.585842 , 10 , 52.4446 , 0.594281 , 0.690155 , 
7 , 15645.5 , 1085.12 , 0.57909 , 10 , 53.2331 , 0.58602 , 10 , 55.2202 , 0.605756 , 0.694667 , 
8 , 17949.4 , 1054.13 , 0.575708 , 10 , 52.4991 , 0.614418 , 10 , 52.8521 , 0.603835 , 0.691413 , 
9 , 20868.3 , 1045.07 , 0.587722 , 10 , 52.7671 , 0.582966 , 10 , 51.682 , 0.621783 , 0.704777 , 
10 , 23018.2 , 1088.11 , 0.577731 , 10 , 53.6994 , 0.585317 , 10 , 55.0525 , 0.59042 , 0.68855 , 
11 , 25183.5 , 1053.61 , 0.577992 , 10 , 52.1059 , 0.58614 , 10 , 53.1961 , 0.616763 , 0.698653 , 
12 , 27119.7 , 1089.03 , 0.575646 , 10 , 53.3011 , 0.619749 , 10 , 55.5399 , 0.601418 , 0.691359 , 
13 , 29753.1 , 1036.77 , 0.586291 , 10 , 53.5513 , 0.585484 , 10 , 50.0669 , 0.624224 , 0.706163 , 
14 , 31879.4 , 1119.58 , 0.575942 , 10 , 55.1033 , 0.580645 , 10 , 56.7967 , 0.602903 , 0.690731 , 
15 , 34288.4 , 1033.51 , 0.577694 , 10 , 50.7515 , 0.589248 , 10 , 52.5408 , 0.601784 , 0.695358 , 
16 , 36515.4 , 1083.18 , 0.578052 , 10 , 53.1585 , 0.590549 , 10 , 55.1002 , 0.61093 , 0.694814 , 
17 , 38901.4 , 1023.79 , 0.5826 , 10 , 51.4778 , 0.590687 , 10 , 50.842 , 0.617032 , 0.703701 , 
18 , 41040 , 1098.79 , 0.578563 , 10 , 54.1441 , 0.584779 , 10 , 55.6765 , 0.598712 , 0.694363 , 
19 , 43225 , 1057.36 , 0.579463 , 10 , 52.0457 , 0.586161 , 10 , 53.6321 , 0.60358 , 0.697313 , 
20 , 45158.3 , 1083.48 , 0.576336 , 10 , 52.8025 , 0.625328 , 10 , 55.4826 , 0.600587 , 0.691851 , 
21 , 47885.1 , 1026.54 , 0.588035 , 10 , 52.3052 , 0.58863 , 10 , 50.2896 , 0.62546 , 0.708795 , 
22 , 50218.9 , 1132.48 , 0.577129 , 10 , 54.6976 , 0.584011 , 10 , 58.492 , 0.599413 , 0.691211 , 
