iteration , time , objectiveFunctionValue , userLoss , userLambda , userNorm , movieLoss , movieLambda , movieNorm , test-NDCG@10 , train-NDCG@10 , 
1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.530249 , 0.628492 , 
2 , 3301.48 , 1277.83 , 0.525769 , 10 , 72.0057 , 0.591523 , 10 , 55.718 , 0.559031 , 0.848935 , 
3 , 5518.97 , 1094.97 , 0.58655 , 10 , 54.925 , 0.581449 , 10 , 54.5139 , 0.593717 , 0.714684 , 
4 , 7486.81 , 1097.56 , 0.573239 , 10 , 54.7717 , 0.591622 , 10 , 54.9251 , 0.615799 , 0.69676 , 
5 , 10435.8 , 1054.12 , 0.581204 , 10 , 52.494 , 0.579434 , 10 , 52.8597 , 0.623017 , 0.702573 , 
6 , 12620.6 , 1059.96 , 0.575882 , 10 , 53.5164 , 0.585875 , 10 , 52.4215 , 0.592399 , 0.689675 , 
7 , 14827.1 , 1086.99 , 0.579171 , 10 , 53.2924 , 0.585173 , 10 , 55.3479 , 0.613417 , 0.695855 , 
8 , 16863.4 , 1052.3 , 0.575368 , 10 , 52.4461 , 0.61197 , 10 , 52.7224 , 0.599983 , 0.690402 , 
9 , 19773.9 , 1045.54 , 0.588156 , 10 , 52.7305 , 0.582647 , 10 , 51.7655 , 0.617365 , 0.705037 , 
10 , 21913.5 , 1088.1 , 0.577823 , 10 , 53.5823 , 0.585358 , 10 , 55.1696 , 0.596092 , 0.688782 , 
11 , 24101.4 , 1050.24 , 0.578154 , 10 , 52.033 , 0.586841 , 10 , 52.9325 , 0.609597 , 0.698498 , 
12 , 26036.1 , 1096.84 , 0.575658 , 10 , 53.5601 , 0.61892 , 10 , 56.0615 , 0.605902 , 0.692535 , 
13 , 28726.7 , 1039.34 , 0.584398 , 10 , 53.7657 , 0.584917 , 10 , 50.11 , 0.629358 , 0.70702 , 
14 , 30905.4 , 1131.2 , 0.576398 , 10 , 55.2438 , 0.583302 , 10 , 57.8178 , 0.597214 , 0.690309 , 
15 , 33210.5 , 1030.55 , 0.579883 , 10 , 50.1722 , 0.590186 , 10 , 52.8238 , 0.591368 , 0.697362 , 
16 , 35157.5 , 1078.38 , 0.576928 , 10 , 53.4845 , 0.624383 , 10 , 54.2909 , 0.599972 , 0.695126 , 
17 , 37996.3 , 1034.07 , 0.590819 , 10 , 53.5082 , 0.589933 , 10 , 49.8393 , 0.6313 , 0.708093 , 
18 , 40962.9 , 1075.55 , 0.580486 , 10 , 54.622 , 0.584431 , 10 , 52.8744 , 0.62163 , 0.69735 , 
19 , 42971.9 , 1135.46 , 0.574571 , 10 , 54.1623 , 0.614832 , 10 , 59.322 , 0.594974 , 0.688172 , 
