iteration , time , objectiveFunctionValue , userLoss , userLambda , userNorm , movieLoss , movieLambda , movieNorm , test-NDCG@10 , train-NDCG@10 , 
1 , 0.01 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.499246 , 0.627781 , 
2 , 2605.89 , 1091.45 , 0.526073 , 10 , 63.1037 , 0.60744 , 10 , 45.981 , 0.530434 , 0.846506 , 
3 , 4543.83 , 936.555 , 0.60382 , 10 , 47.1422 , 0.595826 , 10 , 46.4537 , 0.571087 , 0.704757 , 
4 , 6275.91 , 938.415 , 0.588363 , 10 , 46.6033 , 0.596463 , 10 , 47.1785 , 0.606998 , 0.6917 , 
5 , 8399.96 , 903.841 , 0.591472 , 10 , 44.9627 , 0.598544 , 10 , 45.3615 , 0.589839 , 0.688573 , 
6 , 10328.9 , 926.5 , 0.590543 , 10 , 45.9959 , 0.595491 , 10 , 46.5945 , 0.587893 , 0.689949 , 
7 , 12098 , 918.063 , 0.590257 , 10 , 45.1347 , 0.618193 , 10 , 46.6098 , 0.587022 , 0.679471 , 
8 , 14457.2 , 886.267 , 0.602839 , 10 , 43.9202 , 0.604055 , 10 , 44.646 , 0.601376 , 0.693479 , 
9 , 16251.5 , 955.815 , 0.590152 , 10 , 45.6556 , 0.618899 , 10 , 49.864 , 0.581079 , 0.679059 , 
10 , 18620.4 , 861.142 , 0.604863 , 10 , 42.7523 , 0.602905 , 10 , 43.3017 , 0.587699 , 0.696409 , 
11 , 20580.9 , 929.455 , 0.591364 , 10 , 46.0296 , 0.593414 , 10 , 46.8565 , 0.581932 , 0.684527 , 
12 , 22360 , 923.849 , 0.593225 , 10 , 44.2119 , 0.621908 , 10 , 48.1108 , 0.581448 , 0.684999 , 
13 , 24566.1 , 874.876 , 0.603447 , 10 , 43.2615 , 0.604127 , 10 , 44.1656 , 0.610134 , 0.695929 , 
14 , 26398 , 932.777 , 0.591472 , 10 , 45.2083 , 0.614425 , 10 , 48.0079 , 0.549065 , 0.67546 , 
15 , 28791.2 , 866.884 , 0.605004 , 10 , 43.1368 , 0.601166 , 10 , 43.4915 , 0.580935 , 0.695237 , 
16 , 30600 , 980.084 , 0.590758 , 10 , 46.2622 , 0.625206 , 10 , 51.6837 , 0.596145 , 0.685219 , 
