iteration , time , objectiveFunctionValue , userLoss , userLambda , userNorm , movieLoss , movieLambda , movieNorm , test-NDCG@10 , train-NDCG@10 , 
1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.465232 , 0.604007 , 
2 , 3.28 , 32.241 , 0.51489 , 10 , 2.78724 , 0.723388 , 10 , 0.364525 , 0.569822 , 0.841791 , 
3 , 5.15 , 1.5655 , 0.725794 , 10 , 0.0681803 , 0.725882 , 10 , 0.0157816 , 0.608905 , 0.772386 , 
4 , 7 , 0.776046 , 0.725886 , 10 , 0.00396774 , 0.725887 , 10 , 0.00104817 , 0.613234 , 0.736304 , 
5 , 8.85 , 0.729476 , 0.725887 , 10 , 0.000281596 , 0.725887 , 10 , 7.73082e-05 , 0.610036 , 0.726902 , 
6 , 10.7 , 0.726158 , 0.725887 , 10 , 2.12536e-05 , 0.725887 , 10 , 5.93278e-06 , 0.609621 , 0.721225 , 
7 , 12.54 , 0.725908 , 0.725887 , 10 , 1.6439e-06 , 0.725887 , 10 , 4.61712e-07 , 0.608051 , 0.719475 , 
8 , 14.37 , 0.725888 , 0.725887 , 10 , 1.28716e-07 , 0.725887 , 10 , 3.66704e-08 , 0.608945 , 0.714483 , 
9 , 16.17 , 0.725887 , 0.725887 , 10 , 1.07207e-08 , 0.725887 , 10 , 3.28193e-09 , 0.605035 , 0.714019 , 
10 , 17.99 , 0.725887 , 0.725887 , 10 , 1.01381e-09 , 0.725887 , 10 , 3.14623e-10 , 0.601751 , 0.714701 , 
11 , 19.81 , 0.725887 , 0.725887 , 10 , 9.76572e-11 , 0.725887 , 10 , 3.04176e-11 , 0.6038 , 0.71472 , 
12 , 21.63 , 0.725887 , 0.725887 , 10 , 9.44875e-12 , 0.725887 , 10 , 2.94444e-12 , 0.601752 , 0.717887 , 
13 , 23.45 , 0.725887 , 0.725887 , 10 , 9.16028e-13 , 0.725887 , 10 , 2.85872e-13 , 0.60563 , 0.715703 , 
14 , 25.28 , 0.725887 , 0.725887 , 10 , 8.83654e-14 , 0.725887 , 10 , 2.73949e-14 , 0.603341 , 0.716013 , 
15 , 27.09 , 0.725887 , 0.725887 , 10 , 8.52438e-15 , 0.725887 , 10 , 2.66077e-15 , 0.605039 , 0.713936 , 
16 , 28.91 , 0.725887 , 0.725887 , 10 , 8.26561e-16 , 0.725887 , 10 , 2.5765e-16 , 0.601448 , 0.7141 , 
17 , 30.72 , 0.725887 , 0.725887 , 10 , 8.00222e-17 , 0.725887 , 10 , 2.49369e-17 , 0.60238 , 0.715435 , 
18 , 32.53 , 0.725887 , 0.725887 , 10 , 7.7255e-18 , 0.725887 , 10 , 2.40179e-18 , 0.602758 , 0.715778 , 
19 , 34.33 , 0.725887 , 0.725887 , 10 , 7.46996e-19 , 0.725887 , 10 , 2.33074e-19 , 0.604763 , 0.715499 , 
20 , 36.14 , 0.725887 , 0.725887 , 10 , 7.22675e-20 , 0.725887 , 10 , 2.2468e-20 , 0.601671 , 0.716521 , 
21 , 37.95 , 0.725887 , 0.725887 , 10 , 6.97107e-21 , 0.725887 , 10 , 2.16893e-21 , 0.602065 , 0.713239 , 
22 , 39.76 , 0.725887 , 0.725887 , 10 , 6.72671e-22 , 0.725887 , 10 , 2.09191e-22 , 0.601802 , 0.718187 , 
23 , 41.56 , 0.725887 , 0.725887 , 10 , 6.50628e-23 , 0.725887 , 10 , 2.0302e-23 , 0.603978 , 0.711202 , 
24 , 43.36 , 0.725887 , 0.725887 , 10 , 6.29942e-24 , 0.725887 , 10 , 1.96125e-24 , 0.600794 , 0.717727 , 
25 , 45.17 , 0.725887 , 0.725887 , 10 , 6.08152e-25 , 0.725887 , 10 , 1.89254e-25 , 0.604314 , 0.713794 , 
26 , 46.97 , 0.725887 , 0.725887 , 10 , 5.85713e-26 , 0.725887 , 10 , 1.81935e-26 , 0.600528 , 0.716854 , 
27 , 48.78 , 0.725887 , 0.725887 , 10 , 5.63371e-27 , 0.725887 , 10 , 1.75045e-27 , 0.605298 , 0.714418 , 
28 , 50.58 , 0.725887 , 0.725887 , 10 , 5.43819e-28 , 0.725887 , 10 , 1.69477e-28 , 0.600955 , 0.716267 , 
29 , 52.38 , 0.725887 , 0.725887 , 10 , 5.26137e-29 , 0.725887 , 10 , 1.63839e-29 , 0.60499 , 0.71564 , 
30 , 54.19 , 0.725887 , 0.725887 , 10 , 5.07984e-30 , 0.725887 , 10 , 1.57975e-30 , 0.599995 , 0.715275 , 
31 , 56.01 , 0.725887 , 0.725887 , 10 , 4.90228e-31 , 0.725887 , 10 , 1.52563e-31 , 0.603376 , 0.714255 , 
32 , 57.82 , 0.725887 , 0.725887 , 10 , 4.72202e-32 , 0.725887 , 10 , 1.46632e-32 , 0.600442 , 0.716938 , 
