iteration , time , objectiveFunctionValue , userLoss , userLambda , userNorm , movieLoss , movieLambda , movieNorm , test-NDCG@10 , train-NDCG@10 , 
1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.535718 , 0.811026 , 
2 , 2.76 , 33.4081 , 0.212775 , 10 , 2.97039 , 0.3408 , 10 , 0.336336 , 0.614533 , 0.933936 , 
3 , 4.68 , 0.999669 , 0.341936 , 10 , 0.0550003 , 0.341966 , 10 , 0.0107699 , 0.650693 , 0.900733 , 
4 , 6.59 , 0.370802 , 0.341967 , 10 , 0.00235003 , 0.341967 , 10 , 0.000533461 , 0.653722 , 0.887833 , 
5 , 8.5 , 0.343524 , 0.341967 , 10 , 0.000125749 , 0.341967 , 10 , 2.99286e-05 , 0.656559 , 0.879002 , 
6 , 10.41 , 0.342057 , 0.341967 , 10 , 7.24311e-06 , 0.341967 , 10 , 1.75134e-06 , 0.655993 , 0.871924 , 
7 , 12.32 , 0.341973 , 0.341967 , 10 , 4.27876e-07 , 0.341967 , 10 , 1.04452e-07 , 0.655736 , 0.869612 , 
8 , 14.21 , 0.341968 , 0.341967 , 10 , 2.60323e-08 , 0.341967 , 10 , 6.89518e-09 , 0.65682 , 0.864787 , 
9 , 16.1 , 0.341967 , 0.341967 , 10 , 1.99141e-09 , 0.341967 , 10 , 5.68208e-10 , 0.657841 , 0.863146 , 
10 , 17.99 , 0.341967 , 0.341967 , 10 , 1.63563e-10 , 0.341967 , 10 , 4.7196e-11 , 0.65597 , 0.862308 , 
11 , 19.88 , 0.341967 , 0.341967 , 10 , 1.36427e-11 , 0.341967 , 10 , 3.94916e-12 , 0.656765 , 0.86132 , 
12 , 21.77 , 0.341967 , 0.341967 , 10 , 1.14445e-12 , 0.341967 , 10 , 3.3195e-13 , 0.656008 , 0.86061 , 
13 , 23.66 , 0.341967 , 0.341967 , 10 , 9.63507e-14 , 0.341967 , 10 , 2.79821e-14 , 0.655055 , 0.860136 , 
14 , 25.56 , 0.341967 , 0.341967 , 10 , 8.13012e-15 , 0.341967 , 10 , 2.36301e-15 , 0.654821 , 0.860526 , 
15 , 27.45 , 0.341967 , 0.341967 , 10 , 6.86999e-16 , 0.341967 , 10 , 1.99775e-16 , 0.65484 , 0.860116 , 
16 , 29.34 , 0.341967 , 0.341967 , 10 , 5.81034e-17 , 0.341967 , 10 , 1.69013e-17 , 0.654323 , 0.860277 , 
17 , 31.22 , 0.341967 , 0.341967 , 10 , 4.91687e-18 , 0.341967 , 10 , 1.43051e-18 , 0.653695 , 0.860381 , 
18 , 33.1 , 0.341967 , 0.341967 , 10 , 4.16223e-19 , 0.341967 , 10 , 1.21111e-19 , 0.652927 , 0.860427 , 
19 , 34.99 , 0.341967 , 0.341967 , 10 , 3.52417e-20 , 0.341967 , 10 , 1.02552e-20 , 0.652935 , 0.860688 , 
20 , 36.87 , 0.341967 , 0.341967 , 10 , 2.98433e-21 , 0.341967 , 10 , 8.68472e-22 , 0.652556 , 0.86079 , 
21 , 38.76 , 0.341967 , 0.341967 , 10 , 2.52739e-22 , 0.341967 , 10 , 7.3552e-23 , 0.652265 , 0.860779 , 
22 , 40.64 , 0.341967 , 0.341967 , 10 , 2.14053e-23 , 0.341967 , 10 , 6.22947e-24 , 0.652078 , 0.860737 , 
23 , 42.53 , 0.341967 , 0.341967 , 10 , 1.81294e-24 , 0.341967 , 10 , 5.27618e-25 , 0.652084 , 0.860844 , 
24 , 44.41 , 0.341967 , 0.341967 , 10 , 1.53552e-25 , 0.341967 , 10 , 4.46883e-26 , 0.652131 , 0.86084 , 
25 , 46.3 , 0.341967 , 0.341967 , 10 , 1.30057e-26 , 0.341967 , 10 , 3.78506e-27 , 0.652196 , 0.860834 , 
26 , 48.19 , 0.341967 , 0.341967 , 10 , 1.10157e-27 , 0.341967 , 10 , 3.20594e-28 , 0.652196 , 0.860873 , 
27 , 50.07 , 0.341967 , 0.341967 , 10 , 9.33032e-29 , 0.341967 , 10 , 2.71543e-29 , 0.652196 , 0.860854 , 
28 , 51.96 , 0.341967 , 0.341967 , 10 , 7.90279e-30 , 0.341967 , 10 , 2.29997e-30 , 0.652137 , 0.860853 , 
29 , 53.84 , 0.341967 , 0.341967 , 10 , 6.69369e-31 , 0.341967 , 10 , 1.94809e-31 , 0.652247 , 0.860842 , 
30 , 55.72 , 0.341967 , 0.341967 , 10 , 5.66958e-32 , 0.341967 , 10 , 1.65004e-32 , 0.652228 , 0.86082 , 
31 , 57.61 , 0.341967 , 0.341967 , 10 , 4.80216e-33 , 0.341967 , 10 , 1.39759e-33 , 0.652199 , 0.86082 , 
32 , 59.49 , 0.341967 , 0.341967 , 10 , 4.06745e-34 , 0.341967 , 10 , 1.18376e-34 , 0.6522 , 0.86079 , 
