iteration , time , objectiveFunctionValue , userLoss , userLambda , userNorm , movieLoss , movieLambda , movieNorm , test-NDCG@10 , train-NDCG@10 , 
1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.49921 , 0.627835 , 
2 , 2580.03 , 1090.11 , 0.526514 , 10 , 62.9985 , 0.607764 , 10 , 45.9518 , 0.530695 , 0.846304 , 
3 , 4443.04 , 934.407 , 0.604215 , 10 , 47.0228 , 0.596369 , 10 , 46.3583 , 0.5707 , 0.704435 , 
4 , 6118.94 , 935.812 , 0.588971 , 10 , 46.4771 , 0.597748 , 10 , 47.0443 , 0.605473 , 0.691295 , 
5 , 8201.4 , 902.124 , 0.592361 , 10 , 44.8342 , 0.5994 , 10 , 45.3183 , 0.589638 , 0.687544 , 
6 , 10102.6 , 926.153 , 0.591372 , 10 , 45.8158 , 0.596106 , 10 , 46.7399 , 0.589909 , 0.689399 , 
7 , 11851.8 , 910.436 , 0.59107 , 10 , 44.7828 , 0.620422 , 10 , 46.1987 , 0.579011 , 0.6796 , 
8 , 14168.4 , 885.388 , 0.604182 , 10 , 44.0489 , 0.604576 , 10 , 44.4295 , 0.603616 , 0.693267 , 
9 , 15920.5 , 954.053 , 0.590882 , 10 , 45.5171 , 0.617189 , 10 , 49.8265 , 0.581128 , 0.68132 , 
10 , 18254.3 , 858.93 , 0.60504 , 10 , 42.5288 , 0.603367 , 10 , 43.3039 , 0.587326 , 0.696954 , 
11 , 20174.6 , 924.735 , 0.591842 , 10 , 45.8493 , 0.594043 , 10 , 46.5648 , 0.586519 , 0.683742 , 
12 , 21929.2 , 925.977 , 0.593258 , 10 , 44.2339 , 0.624786 , 10 , 48.3013 , 0.566572 , 0.684456 , 
13 , 24132.3 , 867.972 , 0.605372 , 10 , 42.9439 , 0.60622 , 10 , 43.7927 , 0.597009 , 0.696251 , 
14 , 25934 , 949.262 , 0.592543 , 10 , 45.1167 , 0.613946 , 10 , 49.7482 , 0.56911 , 0.680268 , 
