iteration , time , objectiveFunctionValue , userLoss , userLambda , userNorm , movieLoss , movieLambda , movieNorm , test-NDCG@10 , train-NDCG@10 , 
1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.493738 , 0.488661 , 
2 , 16.25 , 1437.11 , 13.471 , 10 , 37.4742 , 52.6075 , 10 , 100.976 , 0.671353 , 0.919058 , 
3 , 35.96 , 1368.41 , 19.0794 , 10 , 45.2392 , 24.9914 , 10 , 89.1027 , 0.697519 , 0.961434 , 
4 , 51.7 , 1326.61 , 14.103 , 10 , 47.2666 , 24.8409 , 10 , 82.9099 , 0.710499 , 0.967699 , 
5 , 67.16 , 1263.12 , 13.7267 , 10 , 47.8091 , 18.7804 , 10 , 76.6252 , 0.714991 , 0.977548 , 
6 , 87.36 , 1226.8 , 12.9739 , 10 , 48.5714 , 16.2302 , 10 , 72.4855 , 0.715571 , 0.974508 , 
7 , 105.13 , 1206.33 , 12.9055 , 10 , 49.2925 , 16.5268 , 10 , 69.6883 , 0.71005 , 0.9672 , 
8 , 123.55 , 1184.65 , 13.0389 , 10 , 50.0552 , 15.6596 , 10 , 66.8439 , 0.715739 , 0.974637 , 
9 , 142.58 , 1178.38 , 13.0354 , 10 , 51.1897 , 15.7894 , 10 , 65.0698 , 0.714075 , 0.963607 , 
10 , 160.31 , 1172.64 , 13.167 , 10 , 51.9473 , 13.8868 , 10 , 63.9278 , 0.711074 , 0.97612 , 
11 , 178.67 , 1165.01 , 12.9486 , 10 , 52.4952 , 13.9184 , 10 , 62.6142 , 0.715255 , 0.976196 , 
12 , 193.52 , 1161.15 , 12.861 , 10 , 53.3429 , 13.9292 , 10 , 61.379 , 0.72121 , 0.971786 , 
13 , 210.47 , 1160.99 , 12.7849 , 10 , 54.2079 , 13.4624 , 10 , 60.5452 , 0.718759 , 0.974079 , 
14 , 232.14 , 1158.59 , 12.9867 , 10 , 54.9003 , 14.0516 , 10 , 59.5538 , 0.716512 , 0.968206 , 
15 , 253.06 , 1159.63 , 12.7199 , 10 , 55.795 , 13.1606 , 10 , 58.8524 , 0.718886 , 0.979817 , 
16 , 277.32 , 1162.34 , 13.1284 , 10 , 56.4757 , 16.3561 , 10 , 58.1227 , 0.717363 , 0.978848 , 
17 , 301.02 , 1160.87 , 12.8971 , 10 , 57.1736 , 13.1173 , 10 , 57.6013 , 0.72225 , 0.969123 , 
18 , 316.98 , 1160.88 , 13.3911 , 10 , 57.5114 , 13.4625 , 10 , 57.2303 , 0.713559 , 0.974731 , 
19 , 340.69 , 1164.33 , 13.1591 , 10 , 58.182 , 16.0484 , 10 , 56.6466 , 0.707101 , 0.96962 , 
20 , 363.13 , 1164.41 , 13.2872 , 10 , 58.5982 , 13.4137 , 10 , 56.5016 , 0.709783 , 0.973983 , 
21 , 377.04 , 1164.13 , 13.6308 , 10 , 58.4478 , 12.9436 , 10 , 56.6712 , 0.711201 , 0.977332 , 
22 , 395.12 , 1163.23 , 13.8055 , 10 , 58.3476 , 13.412 , 10 , 56.6338 , 0.714705 , 0.976309 , 
23 , 410.93 , 1160.65 , 13.3374 , 10 , 58.3685 , 13.33 , 10 , 56.3632 , 0.71457 , 0.976297 , 
24 , 430.41 , 1164.86 , 13.883 , 10 , 58.7281 , 13.3292 , 10 , 56.4247 , 0.719608 , 0.969861 , 
25 , 444.36 , 1162.36 , 13.5208 , 10 , 58.4582 , 13.19 , 10 , 56.4586 , 0.719664 , 0.981542 , 
26 , 461.67 , 1162.29 , 13.4882 , 10 , 58.3912 , 13.0227 , 10 , 56.5357 , 0.720282 , 0.972317 , 
27 , 481.7 , 1163.5 , 14.1369 , 10 , 58.1623 , 13.4256 , 10 , 56.8452 , 0.715438 , 0.972438 , 
28 , 503.23 , 1162.88 , 13.8454 , 10 , 57.8717 , 13.1367 , 10 , 57.1026 , 0.70913 , 0.975843 , 
29 , 521.42 , 1161.12 , 13.6036 , 10 , 57.5967 , 13.2437 , 10 , 57.1912 , 0.715257 , 0.972798 , 
30 , 536.45 , 1161.06 , 13.4217 , 10 , 57.9859 , 13.946 , 10 , 56.7255 , 0.714064 , 0.977127 , 
31 , 559.71 , 1162.91 , 13.023 , 10 , 58.4755 , 12.8576 , 10 , 56.5294 , 0.715406 , 0.970943 , 
32 , 576.83 , 1165.05 , 13.8259 , 10 , 58.1189 , 12.8565 , 10 , 57.1004 , 0.719418 , 0.972186 , 
