iteration , time , objectiveFunctionValue , userLoss , userLambda , userNorm , movieLoss , movieLambda , movieNorm , test-NDCG@10 , train-NDCG@10 , 
1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.49922 , 0.62827 , 
2 , 11515.9 , 11005.5 , 3.77281 , 10 , 661.756 , 18.5004 , 10 , 436.94 , 0.499167 , 0.942714 , 
3 , 23246.9 , 11345.1 , 5.22469 , 10 , 653.449 , 10.7886 , 10 , 479.986 , 0.512985 , 0.975076 , 
4 , 35233.7 , 11322.1 , 2.37381 , 10 , 621.807 , 6.62822 , 10 , 509.745 , 0.566769 , 0.986184 , 
5 , 47130 , 11476.3 , 1.66177 , 10 , 580.452 , 2.54215 , 10 , 566.921 , 0.606271 , 0.994485 , 
6 , 58724.2 , 10728.1 , 0.997004 , 10 , 553.307 , 4.80771 , 10 , 519.023 , 0.635384 , 0.981776 , 
7 , 70461.9 , 11126.6 , 1.82163 , 10 , 565.046 , 3.3773 , 10 , 547.273 , 0.648458 , 0.989974 , 
8 , 82254.5 , 10963.7 , 1.23504 , 10 , 557.225 , 3.26114 , 10 , 538.821 , 0.658938 , 0.985143 , 
9 , 94156.7 , 11030 , 1.60357 , 10 , 554.969 , 5.67167 , 10 , 547.465 , 0.662484 , 0.988414 , 
10 , 105676 , 10961.8 , 1.30142 , 10 , 553.29 , 2.30442 , 10 , 542.66 , 0.667274 , 0.987882 , 
11 , 117568 , 10958.9 , 1.45319 , 10 , 550.486 , 3.39102 , 10 , 545.06 , 0.675534 , 0.982931 , 
12 , 129793 , 10999.2 , 1.56956 , 10 , 556.531 , 7.30307 , 10 , 542.658 , 0.672016 , 0.985464 , 
13 , 141746 , 11043.7 , 1.43783 , 10 , 550.985 , 3.36908 , 10 , 553.053 , 0.678959 , 0.987293 , 
14 , 153808 , 10916.1 , 1.44393 , 10 , 546.491 , 7.63111 , 10 , 544.353 , 0.694731 , 0.988741 , 
15 , 165667 , 10706 , 1.9639 , 10 , 547.559 , 4.23087 , 10 , 522.615 , 0.666373 , 0.973689 , 
16 , 177452 , 11069.9 , 1.71219 , 10 , 563.599 , 3.52866 , 10 , 543.036 , 0.672509 , 0.986982 , 
17 , 189509 , 10881.6 , 1.52057 , 10 , 551.496 , 4.05159 , 10 , 536.259 , 0.642346 , 0.975831 , 
18 , 201899 , 11001.6 , 1.61695 , 10 , 557.719 , 3.58333 , 10 , 542.081 , 0.655397 , 0.985653 , 
19 , 213385 , 10960.3 , 1.55209 , 10 , 553.385 , 4.71055 , 10 , 542.169 , 0.643324 , 0.983832 , 
20 , 225242 , 11130.1 , 1.44925 , 10 , 557.275 , 3.21159 , 10 , 555.414 , 0.660918 , 0.990668 , 
21 , 237333 , 11027.9 , 1.33423 , 10 , 547.946 , 4.23791 , 10 , 554.418 , 0.663338 , 0.98578 , 
22 , 248916 , 11046.4 , 1.46099 , 10 , 547.982 , 3.97697 , 10 , 556.256 , 0.663021 , 0.990168 , 
23 , 260569 , 10949.6 , 1.48055 , 10 , 548.732 , 4.13758 , 10 , 545.819 , 0.660715 , 0.980684 , 
24 , 272457 , 10957.9 , 1.58749 , 10 , 558.091 , 6.01726 , 10 , 537.096 , 0.675147 , 0.987018 , 
25 , 284144 , 10725.3 , 1.9782 , 10 , 558.401 , 3.99038 , 10 , 513.731 , 0.670615 , 0.979204 , 
26 , 295505 , 11010.7 , 2.00265 , 10 , 568.963 , 2.29094 , 10 , 531.875 , 0.657629 , 0.986622 , 
27 , 307149 , 11059.9 , 1.49263 , 10 , 558.307 , 4.00215 , 10 , 547.28 , 0.669381 , 0.989919 , 
28 , 318703 , 10980.2 , 1.30603 , 10 , 549.152 , 7.01317 , 10 , 548.171 , 0.686253 , 0.989377 , 
29 , 330649 , 10933.8 , 1.46017 , 10 , 546.1 , 5.65233 , 10 , 546.718 , 0.682295 , 0.9824 , 
30 , 342561 , 10973.1 , 1.29304 , 10 , 548.05 , 2.70822 , 10 , 548.989 , 0.662593 , 0.987836 , 
31 , 354142 , 10894 , 1.51451 , 10 , 544.428 , 4.34087 , 10 , 544.538 , 0.633106 , 0.982347 , 
