iteration , time , objectiveFunctionValue , userLoss , userLambda , userNorm , movieLoss , movieLambda , movieNorm , test-NDCG@10 , train-NDCG@10 , 
1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.499082 , 0.628228 , 
2 , 2548.35 , 1090.76 , 0.526227 , 10 , 63.0656 , 0.607713 , 10 , 45.9494 , 0.530425 , 0.846513 , 
3 , 4414.26 , 934.872 , 0.60417 , 10 , 47.0609 , 0.596235 , 10 , 46.3666 , 0.570912 , 0.704791 , 
4 , 6095.24 , 938.672 , 0.588775 , 10 , 46.5746 , 0.596958 , 10 , 47.2328 , 0.605285 , 0.692178 , 
5 , 8131.19 , 903.503 , 0.591778 , 10 , 44.8481 , 0.59915 , 10 , 45.4423 , 0.592341 , 0.688397 , 
6 , 9978.58 , 924.641 , 0.591142 , 10 , 45.8303 , 0.596265 , 10 , 46.5742 , 0.584472 , 0.689018 , 
7 , 11666 , 915.612 , 0.590796 , 10 , 45.0401 , 0.620635 , 10 , 46.4591 , 0.584636 , 0.680337 , 
8 , 13912.8 , 885.749 , 0.604164 , 10 , 43.8764 , 0.603639 , 10 , 44.6381 , 0.608823 , 0.694568 , 
9 , 15612.2 , 945.555 , 0.590653 , 10 , 45.4993 , 0.616463 , 10 , 48.9946 , 0.563339 , 0.681123 , 
10 , 17861.4 , 859.268 , 0.606551 , 10 , 42.4265 , 0.603409 , 10 , 43.44 , 0.57369 , 0.696559 , 
11 , 19542.7 , 968.969 , 0.591143 , 10 , 46.1262 , 0.628592 , 10 , 50.7079 , 0.583717 , 0.680114 , 
