iteration , time , objectiveFunctionValue , userLoss , userLambda , userNorm , movieLoss , movieLambda , movieNorm , test-NDCG@10 , train-NDCG@10 , 
1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.497065 , 0.825218 , 
2 , 6257.57 , 9781.59 , 1.62018 , 10 , 536.297 , 7.19805 , 10 , 441.142 , 0.51617 , 0.983458 , 
3 , 12489.1 , 10080.5 , 2.33042 , 10 , 528.234 , 3.0332 , 10 , 479.508 , 0.570771 , 0.988143 , 
4 , 18946.2 , 9870.2 , 1.21376 , 10 , 505.102 , 1.81985 , 10 , 481.736 , 0.591441 , 0.994865 , 
5 , 25439.1 , 9777.93 , 1.15382 , 10 , 494.826 , 1.60475 , 10 , 482.806 , 0.613373 , 0.99341 , 
6 , 31866.5 , 9722.8 , 1.05687 , 10 , 494.682 , 1.38103 , 10 , 477.46 , 0.625934 , 0.99558 , 
7 , 36136.8 , 9798.16 , 1.1261 , 10 , 491.918 , 1.51904 , 10 , 487.746 , 0.659152 , 0.995159 , 
8 , 40798.8 , 9651.57 , 1.00783 , 10 , 486.467 , 1.22733 , 10 , 478.567 , 0.681645 , 0.995807 , 
9 , 44762.6 , 9736.57 , 1.1171 , 10 , 487.731 , 1.1077 , 10 , 485.815 , 0.692121 , 0.99583 , 
10 , 49946.1 , 9651.52 , 1.01227 , 10 , 485.266 , 1.28832 , 10 , 479.756 , 0.696546 , 0.995864 , 
11 , 55624.7 , 9703.24 , 1.1338 , 10 , 484.856 , 1.19842 , 10 , 485.348 , 0.695712 , 0.995776 , 
12 , 58310.5 , 9623.45 , 1.02261 , 10 , 483.607 , 2.61719 , 10 , 478.476 , 0.67932 , 0.994402 , 
13 , 64678.8 , 9719.05 , 1.15479 , 10 , 487.001 , 1.11789 , 10 , 484.792 , 0.672376 , 0.995559 , 
14 , 68534.1 , 9655.4 , 1.02169 , 10 , 483.51 , 1.66102 , 10 , 481.863 , 0.691385 , 0.994276 , 
15 , 74878 , 9675.38 , 1.11586 , 10 , 482.778 , 1.09112 , 10 , 484.651 , 0.6873 , 0.995685 , 
16 , 78662.1 , 9624.41 , 1.05924 , 10 , 483.197 , 1.59443 , 10 , 479.084 , 0.674933 , 0.993802 , 
17 , 85054.6 , 9700.17 , 1.10036 , 10 , 486.2 , 1.01002 , 10 , 483.716 , 0.672541 , 0.99602 , 
18 , 91081.7 , 9659.05 , 1.06128 , 10 , 482.78 , 1.39857 , 10 , 482.985 , 0.688901 , 0.995646 , 
19 , 93749.7 , 9662.86 , 1.04648 , 10 , 482.445 , 2.45647 , 10 , 483.595 , 0.677213 , 0.992036 , 
20 , 100055 , 9677.45 , 1.09641 , 10 , 484.198 , 1.15203 , 10 , 483.432 , 0.67735 , 0.995045 , 
21 , 105683 , 9664.58 , 1.06913 , 10 , 481.799 , 1.21425 , 10 , 484.538 , 0.67089 , 0.995251 , 
22 , 108282 , 9660.33 , 1.03766 , 10 , 481.502 , 1.48767 , 10 , 484.382 , 0.69219 , 0.994713 , 
23 , 114504 , 9668.04 , 1.12057 , 10 , 482.515 , 1.18633 , 10 , 484.17 , 0.690576 , 0.995976 , 
24 , 117644 , 9631.6 , 1.04344 , 10 , 482.011 , 1.39152 , 10 , 481.011 , 0.688741 , 0.994855 , 
25 , 123987 , 9680.78 , 1.06848 , 10 , 484.988 , 1.19399 , 10 , 482.97 , 0.684984 , 0.995358 , 
26 , 128534 , 9654.04 , 1.04391 , 10 , 483.718 , 1.23986 , 10 , 481.562 , 0.684803 , 0.995328 , 
27 , 134870 , 9669.47 , 1.07901 , 10 , 483.866 , 1.18963 , 10 , 482.962 , 0.70489 , 0.995815 , 
28 , 138479 , 9642.08 , 1.05667 , 10 , 482.892 , 1.40535 , 10 , 481.176 , 0.689628 , 0.993074 , 
29 , 145136 , 9666.29 , 1.06988 , 10 , 484.088 , 1.08192 , 10 , 482.432 , 0.687583 , 0.996086 , 
30 , 149801 , 9649.97 , 1.08622 , 10 , 483.342 , 1.49862 , 10 , 481.506 , 0.672828 , 0.995191 , 
31 , 155388 , 9674.61 , 1.06088 , 10 , 483.791 , 1.12611 , 10 , 483.558 , 0.6757 , 0.995863 , 
32 , 159577 , 9661.43 , 1.04336 , 10 , 482.539 , 1.27782 , 10 , 483.476 , 0.679205 , 0.995474 , 
