iteration , time , objectiveFunctionValue , userLoss , userLambda , userNorm , movieLoss , movieLambda , movieNorm , test-NDCG@10 , train-NDCG@10 , 
1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.497098 , 0.825301 , 
2 , 6218.8 , 9470.67 , 1.61772 , 10 , 536.244 , 6.14701 , 10 , 410.208 , 0.514111 , 0.978531 , 
3 , 12361.3 , 10103.7 , 2.91158 , 10 , 532.656 , 2.43656 , 10 , 477.469 , 0.549031 , 0.98755 , 
4 , 18751.8 , 9898.35 , 1.25195 , 10 , 508.983 , 1.93949 , 10 , 480.658 , 0.579213 , 0.992308 , 
5 , 25068.1 , 9830.91 , 1.18287 , 10 , 496.534 , 1.32725 , 10 , 486.424 , 0.604818 , 0.994062 , 
6 , 31192.9 , 9713.03 , 1.04392 , 10 , 493.422 , 1.36086 , 10 , 477.745 , 0.621695 , 0.99503 , 
7 , 35782.6 , 9819.75 , 1.13738 , 10 , 491.989 , 1.24159 , 10 , 489.861 , 0.640835 , 0.994814 , 
8 , 40223.8 , 9624.88 , 0.99981 , 10 , 485.185 , 1.65091 , 10 , 477.138 , 0.669431 , 0.995685 , 
9 , 46336.8 , 9732.08 , 1.16906 , 10 , 487.726 , 1.3617 , 10 , 485.346 , 0.660979 , 0.996035 , 
10 , 49299 , 9635.64 , 1.04073 , 10 , 484.879 , 2.43334 , 10 , 478.441 , 0.63956 , 0.990082 , 
11 , 55635.1 , 9729.15 , 1.13916 , 10 , 488.284 , 1.05293 , 10 , 484.525 , 0.644078 , 0.996097 , 
12 , 61655.1 , 9687.67 , 1.07975 , 10 , 484.203 , 1.27895 , 10 , 484.436 , 0.662618 , 0.995372 , 
13 , 64361 , 9682.7 , 1.05634 , 10 , 482.463 , 1.8827 , 10 , 485.619 , 0.683575 , 0.991012 , 
14 , 70578.5 , 9671.44 , 1.04492 , 10 , 484.153 , 1.41218 , 10 , 482.85 , 0.680517 , 0.995679 , 
15 , 74175.4 , 9674.54 , 1.07488 , 10 , 483.591 , 1.54178 , 10 , 483.709 , 0.666999 , 0.994929 , 
16 , 78848.1 , 9660.56 , 1.03483 , 10 , 484.914 , 1.21155 , 10 , 481.021 , 0.670333 , 0.995194 , 
17 , 84936.8 , 9678.38 , 1.08913 , 10 , 484.822 , 1.10096 , 10 , 482.906 , 0.680763 , 0.995318 , 
18 , 88856.8 , 9646.42 , 1.07326 , 10 , 484.54 , 1.29832 , 10 , 479.972 , 0.690665 , 0.995461 , 
19 , 94967.1 , 9695.35 , 1.08402 , 10 , 486.374 , 1.22231 , 10 , 483.038 , 0.694249 , 0.995905 , 
20 , 99953.7 , 9664.56 , 1.06395 , 10 , 484.079 , 1.18289 , 10 , 482.259 , 0.693828 , 0.994909 , 
21 , 103716 , 9686.12 , 1.08172 , 10 , 483.135 , 1.97724 , 10 , 485.279 , 0.69907 , 0.995439 , 
22 , 109810 , 9658.58 , 1.059 , 10 , 482.343 , 1.17267 , 10 , 483.397 , 0.69508 , 0.99578 , 
23 , 114390 , 9662.02 , 1.10163 , 10 , 482.255 , 1.38685 , 10 , 483.808 , 0.698871 , 0.995565 , 
24 , 118200 , 9658.99 , 1.03533 , 10 , 482.967 , 1.47527 , 10 , 482.784 , 0.707499 , 0.995383 , 
25 , 124222 , 9665.86 , 1.08478 , 10 , 482.14 , 1.22129 , 10 , 484.323 , 0.702791 , 0.995689 , 
26 , 127840 , 9654.59 , 1.06979 , 10 , 482.199 , 1.43051 , 10 , 483.117 , 0.703718 , 0.995726 , 
27 , 133887 , 9671.75 , 1.0962 , 10 , 482.455 , 1.17953 , 10 , 484.602 , 0.707481 , 0.995932 , 
28 , 137216 , 9658.98 , 1.06881 , 10 , 481.652 , 1.61281 , 10 , 484.084 , 0.703151 , 0.993714 , 
29 , 143504 , 9681.75 , 1.10098 , 10 , 482.371 , 1.38554 , 10 , 485.666 , 0.694901 , 0.995675 , 
30 , 147643 , 9640.08 , 1.02884 , 10 , 481.2 , 1.86358 , 10 , 482.623 , 0.709858 , 0.995577 , 
31 , 152821 , 9659.24 , 1.05314 , 10 , 482.373 , 1.15214 , 10 , 483.436 , 0.713322 , 0.996094 , 
32 , 157098 , 9636.75 , 1.06233 , 10 , 482.981 , 1.37319 , 10 , 480.557 , 0.711208 , 0.995666 , 
