iteration , time , objectiveFunctionValue , userLoss , userLambda , userNorm , movieLoss , movieLambda , movieNorm , test-NDCG@10 , train-NDCG@10 , 
1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.51878 , 0.606354 , 
2 , 16.12 , 937.538 , 1.65594 , 10 , 41.5299 , 2.98119 , 10 , 51.9257 , 0.57674 , 0.999551 , 
3 , 31.69 , 888.538 , 2.01548 , 10 , 38.9309 , 2.07773 , 10 , 49.7151 , 0.592396 , 0.99986 , 
4 , 45.88 , 871.898 , 1.82644 , 10 , 38.1601 , 1.93221 , 10 , 48.8365 , 0.604356 , 0.999974 , 
5 , 60.57 , 863.492 , 1.75703 , 10 , 37.7977 , 1.84467 , 10 , 48.367 , 0.613117 , 0.99987 , 
6 , 74.59 , 858.052 , 1.71246 , 10 , 37.5709 , 1.81552 , 10 , 48.0528 , 0.618073 , 1 , 
7 , 87.96 , 853.796 , 1.6934 , 10 , 37.4359 , 1.84832 , 10 , 47.7588 , 0.621102 , 0.999715 , 
8 , 100.12 , 851.724 , 1.6721 , 10 , 37.3912 , 1.84606 , 10 , 47.5966 , 0.624343 , 0.999714 , 
9 , 110.67 , 849.401 , 1.64998 , 10 , 37.3234 , 1.90796 , 10 , 47.4259 , 0.626149 , 0.999967 , 
10 , 120.73 , 847.365 , 1.65918 , 10 , 37.2784 , 1.97036 , 10 , 47.261 , 0.625735 , 0.999831 , 
11 , 130.29 , 845.194 , 1.64206 , 10 , 37.3065 , 2.34729 , 10 , 46.9781 , 0.62946 , 0.999662 , 
12 , 139.98 , 843.476 , 1.64787 , 10 , 37.4556 , 2.3643 , 10 , 46.6556 , 0.630636 , 0.99962 , 
13 , 150.22 , 843.552 , 1.64402 , 10 , 37.6526 , 2.0739 , 10 , 46.4952 , 0.629892 , 0.999691 , 
14 , 159.83 , 842.241 , 1.64606 , 10 , 37.707 , 2.19997 , 10 , 46.2971 , 0.631383 , 0.999829 , 
15 , 169.98 , 842.736 , 1.63746 , 10 , 37.838 , 1.83873 , 10 , 46.2517 , 0.631901 , 0.999867 , 
16 , 179.93 , 841.481 , 1.65758 , 10 , 37.8104 , 1.98695 , 10 , 46.1391 , 0.631712 , 0.999336 , 
17 , 188.99 , 841.177 , 1.63297 , 10 , 37.8757 , 2.26453 , 10 , 46.0155 , 0.632553 , 0.999815 , 
18 , 198.61 , 839.803 , 1.61796 , 10 , 37.9837 , 2.23443 , 10 , 45.7732 , 0.633054 , 0.999688 , 
19 , 208.23 , 839.606 , 1.63253 , 10 , 38.1326 , 2.23686 , 10 , 45.6043 , 0.631866 , 0.999713 , 
20 , 218.34 , 842.105 , 1.61584 , 10 , 38.2827 , 1.74619 , 10 , 45.7532 , 0.633782 , 0.999831 , 
21 , 228.27 , 839.467 , 1.62518 , 10 , 38.1143 , 1.93597 , 10 , 45.6388 , 0.633022 , 0.999724 , 
22 , 237.75 , 839.36 , 1.64083 , 10 , 38.1673 , 2.15319 , 10 , 45.5534 , 0.63331 , 0.99966 , 
23 , 247.41 , 839.017 , 1.60665 , 10 , 38.2817 , 2.08802 , 10 , 45.4112 , 0.632635 , 0.999605 , 
24 , 257.49 , 840.362 , 1.60678 , 10 , 38.3876 , 1.77775 , 10 , 45.4708 , 0.63279 , 0.999961 , 
25 , 267.94 , 839.632 , 1.62821 , 10 , 38.3224 , 1.77098 , 10 , 45.4637 , 0.633669 , 0.99996 , 
26 , 280.05 , 840.091 , 1.65369 , 10 , 38.2994 , 1.80131 , 10 , 45.5295 , 0.632552 , 0.999666 , 
27 , 295.68 , 840.069 , 1.6899 , 10 , 38.217 , 1.66922 , 10 , 45.623 , 0.633264 , 0.999747 , 
28 , 311.28 , 839.18 , 1.7642 , 10 , 38.1298 , 1.60889 , 10 , 45.6273 , 0.632392 , 0.999831 , 
29 , 325.5 , 838.883 , 1.77439 , 10 , 38.0957 , 1.64468 , 10 , 45.6281 , 0.63324 , 0.999846 , 
30 , 340.39 , 838.457 , 1.67725 , 10 , 38.0441 , 1.59911 , 10 , 45.6417 , 0.633279 , 0.999962 , 
31 , 355.05 , 838.844 , 1.76895 , 10 , 38.0536 , 1.6138 , 10 , 45.6694 , 0.634555 , 1 , 
32 , 372.77 , 838.214 , 1.66715 , 10 , 38.0041 , 1.59595 , 10 , 45.6578 , 0.635423 , 1 , 
