iteration , time , objectiveFunctionValue , userLoss , userLambda , userNorm , movieLoss , movieLambda , movieNorm , test-NDCG@10 , train-NDCG@10 , 
1 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0 , 0.499164 , 0.628023 , 
2 , 2574.46 , 1091.57 , 0.52586 , 10 , 63.0808 , 0.607209 , 10 , 46.0154 , 0.531088 , 0.846583 , 
3 , 4480.64 , 936.604 , 0.603569 , 10 , 47.1226 , 0.595656 , 10 , 46.4783 , 0.571315 , 0.705102 , 
4 , 6193.92 , 937.197 , 0.588193 , 10 , 46.5818 , 0.5965 , 10 , 47.0783 , 0.604213 , 0.692335 , 
5 , 8265.93 , 903.761 , 0.591464 , 10 , 44.941 , 0.598341 , 10 , 45.3752 , 0.591616 , 0.688498 , 
6 , 10133 , 926.137 , 0.59039 , 10 , 45.9652 , 0.595327 , 10 , 46.589 , 0.586711 , 0.68987 , 
7 , 11835.9 , 916.351 , 0.590122 , 10 , 45.169 , 0.618984 , 10 , 46.4042 , 0.581405 , 0.679793 , 
8 , 14143.1 , 889.207 , 0.603007 , 10 , 44.0898 , 0.603962 , 10 , 44.7705 , 0.609948 , 0.69468 , 
9 , 15914.5 , 941.93 , 0.58977 , 10 , 45.4854 , 0.614335 , 10 , 48.6462 , 0.567267 , 0.681628 , 
10 , 18241.1 , 865.302 , 0.604502 , 10 , 43.03 , 0.601256 , 10 , 43.4401 , 0.583947 , 0.697067 , 
11 , 19965.3 , 969.387 , 0.590716 , 10 , 46.0024 , 0.626399 , 10 , 50.8736 , 0.586261 , 0.678255 , 
